record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class_before,region_class,class_corrected,class_ok_vote,suitability,unsuitable_reason,audit_stage,api_priority,rule_flags,final_certainty,final_confidence,audit_agreement,audit_vote_split,audit_reason,prior_decision_stage,prior_certainty,prior_reason
5454,mpITC,medial posterior insula temporal cortex,Mouse,PM34295235,1,1,non_neocortex,neocortex,yes,no,suitable,,flash,contamination_suspect,suspect_border_in_non_neo|flash_split,high,0.91,3/3,3-0,"Insula and temporal cortex are neocortex; current non-neocortex is wrong; compound/broad ROI. | Insula/temporal cortex are isocortex in rodents; current non_neocortex is wrong. | mpITC is insular/temporal cortex, an isocortical region; current non_neocortex is mislabeled.",pro,medium,"Medial posterior insula temporal cortex refers to insular cortex, a mesocortex/non-neocortex. | insula can be mesocortex or isocortex; 'temporal cortex' adds complexity, making classification unclear. | Name includes insula, suggesting insular cortex which is mesocortical allocortex; temporal modifi"
5455,MPL,medial paralemniscal nucleus,Rat,PM36958466,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5456,mPMtha,,Human,PM41039494,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5457,MPO-LPO,medial and lateral preoptic regions,Mouse,PM33328909,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
5458,MPOM,"medial preoptic nucleus, medial part",,PM38963696,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
5459,MPTg,mesopontine tegmentum,Mouse,PM38977300,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5460,mPVH,magnocellular hypothalamic paraventricular nucleus,,PM33940517,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5461,MR6-d,,,PM33174208,1,1,ambiguous,ambiguous,no,yes,unsuitable,ambiguous_name,rule,,rule_prior_ambiguous,medium,0.2333,,,rule_keep: rule_prior_ambiguous,flash,medium,"MR6-d unrecognized abbreviation, no fullname; could be motor region (neocortex) but uncertain | Cryptic acronym 'MR6-d' with no fullname; cannot determine region type. | Obscure abbreviation 'MR6-d'; no fullname or species provided."
5462,MrgprD+ DRG neurons,MrgprD-expressing dorsal root ganglion neurons,Mouse,PM35561677,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5463,Mrgprd+ nociceptors,Mrgprd-expressing nociceptors,Mouse,PM35693883,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5464,MS/DBB neurons,medial septum/diagonal band of Broca neurons,Mouse,PM33933476,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound,high,1.0,,,"rule_keep: rule_cell_type,rule_compound",seed_remap,high,seed: subcortical → non_neocortex
5465,MSA,medial septal area,Mouse,PM38685526,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5466,MSGlu,glutamatergic neurons in the medial septum,Mouse,PM42008830,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5467,mSNr,medial substantia nigra pars reticulata,Mouse,PM41704772,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5468,MT neurons,,,PM33174208,1,1,neocortex,neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,0.95,,,rule_keep: rule_cell_type,flash,high,MT (middle temporal) is a neocortical visual area. | MT is a well-known neocortical visual area (V5). | MT (middle temporal area) is a visual neocortical area.
5469,MT/MST,medial temporal area / medial superior temporal area,Macaque,PM32632196,1,1,neocortex,neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,0.95,,,rule_keep: rule_compound,flash,high,MT and MST are neocortical areas in primate. | MT and MST are neocortical visual areas in macaque. | MT/MST are neocortical visual areas in primate.
5470,MTG,middle temporal gyrus,,PM38290158,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.95,,,rule_keep: clean,flash,high,MTG (middle temporal gyrus) is neocortex. | Middle temporal gyrus is part of temporal neocortex. | MTG (middle temporal gyrus) is a neocortical gyrus.
5471,MThDN/IPN,dentate/interpositus nucleus-recipient region of motor thalamus,Mouse,PM34146469,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
5472,MTL,medial temporal lobe,Human,PM32673747,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5473,MTL A36,,Macaque,PM38746103,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,0.8833,,,rule_keep: clean,flash,high,"MTL A36 is perirhinal cortex (allocortex), not neocortex. | Area 36 is perirhinal cortex, part of medial temporal lobe non-neocortex. | MTL A36 (perirhinal cortex) is allocortical/mesocortical, not neocortex."
5474,MTT,mammillo-thalamic tract,,PM41959286,1,1,other,other,no,yes,unsuitable,fiber_tract_or_ventricle,rule,,rule_fiber|rule_prior_other,high,1.0,,,"rule_keep: rule_fiber,rule_prior_other",seed_remap,high,seed: other kept
5475,mucosa,mucosa,,PM32986284,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5476,mucosa of mouse small intestine,mucosa of mouse small intestine,Mouse,PM38625817,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5477,multiple areas,,Mouse,PM37862168,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5478,multiple brain regions (presynaptic to D1-MSNs),,Mouse,PM33380525,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5479,multiple brain regions (presynaptic to D2-MSNs),,Mouse,PM33380525,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5480,multiple cortical and subcortical targets,,,PM34754107,1,1,other,other,no,yes,unsuitable,compound_multi_region,rule,,rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_compound,rule_prior_other",seed_remap,high,seed: other kept
5481,multiple input regions,,,PM37121600,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5482,multiple sensory cortices,multiple sensory cortices,Mouse,PM33987642,1,1,neocortex,neocortex,no,yes,unsuitable,too_broad,flash,weak_neocortex,weak_neocortex_certainty|flash_split,high,0.94,3/3,3-0,"Sensory cortices are neocortex, but 'multiple' is too broad for RCS mapping. | Aggregate of multiple sensory cortices, not a single ROI for RCS mapping. | Multiple sensory cortices is a broad umbrella of many regions, not a single mappable ROI.",flash,medium,"Sensory cortices (e.g., V1, S1) are neocortical areas, but term is plural and unspecified. | Vague collective term 'multiple sensory cortices', not a single region. | Refers to multiple sensory cortices, which are neocortical."
5483,"multiple subcortical, brainstem and spinal areas associated with forelimb and orofacial control",,Mouse,PM40470211,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
5484,muralis/caudalis subnuclei,muralis/caudalis subnuclei of the sensory trigeminal complex,Rat,PM37703878,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,compound_multi_region,rule,,rule_compound,high,1.0,,,rule_keep: rule_compound,seed_remap,high,seed: subcortical → non_neocortex
5485,muscle,muscle,Human,PM32611201,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5486,muscle afferents,muscle afferents from first dorsal interosseous (FDI) and abductor pollicis brevis (AbPb),Macaque,PM35973735,1,1,other,other,no,yes,unsuitable,compound_multi_region,rule,,rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_compound,rule_prior_other",seed_remap,high,seed: other kept
5487,muscle afferents now innervating the skin in stoml3 mutant mice,,Mouse,PM40163784,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5488,muscle spindle,muscle spindle,Macaque,PM38106121,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5489,muscle spindles,muscle spindles,Mouse,PM38238800,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5490,muscles,synergic muscles,,PM39005333,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5491,mushroom body lobes,,,PM35055868,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5492,MV,,,PM35013368,1,1,ambiguous,ambiguous,no,yes,unsuitable,ambiguous_name,rule,,rule_cryptic_acronym|rule_prior_ambiguous,medium,0.3,,,"rule_keep: rule_cryptic_acronym,rule_prior_ambiguous",flash,medium,MV abbreviation ambiguous; could be medial vestibular nucleus (non-neocortex) or other structure. | Acronym MV ambiguous without fullname; could be neocortex or non-neocortex. | Acronym 'MV' is ambiguous; could be various regions or non-neural.
5493,MvePC,medial vestibular parvicellular subfields nucleus,Mouse,PM36309763,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5494,MVL,ventrolateral mesopallium,,PM33483632,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5495,mVTA,medial ventral tegmental area,Hamster,PM40249519,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5496,myelencephalon,myelencephalon,Tree shrew,PM34411776,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5497,myenteric ganglion,myenteric ganglion,Mouse,PM37694767,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5498,myenteric neurons (both nNOS+ and nNOS-),,,PM36622086,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_compound,rule_prior_other",seed_remap,high,seed: other kept
5499,myenteric plexus neurons,,Mouse,PM42117337,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5500,myotubes,myotubes,Mouse,PM39884003,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5501,MZ,magnocellular zone,,PM40279885,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5502,Müller glia,Müller glia,Mouse,PM34083252,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5503,n11.Trh/Cxcl12 Arc neurons,,Mouse,PM39627618,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound,high,1.0,,,"rule_keep: rule_cell_type,rule_compound",seed_remap,high,seed: subcortical → non_neocortex
5504,NA neurons,noradrenergic neurons,Rat,PM39373381,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5505,NA/NL,,,PM41108202,1,1,ambiguous,ambiguous,no,yes,unsuitable,ambiguous_name,rule,,rule_compound|rule_prior_ambiguous,medium,0.4667,,,"rule_keep: rule_compound,rule_prior_ambiguous",flash,medium,"Acronym NA/NL is ambiguous; no fullname to clarify. Could be non-neocortex or other. | NA/NL ambiguous; NA possibly nucleus accumbens (non-neocortex) but NL unclear; no fullname. | Acronym 'NA/NL' ambiguous; could be nucleus accumbens/lateralis, not confidently neocortex or non-neocortex."
5506,NAc ChIs,nucleus accumbens cholinergic interneurons,Mouse,PM40052940,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5507,NAc Core D1-SPNs,nucleus accumbens core D1-expressing spiny projection neurons,Mouse,PM37323585,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5508,NAc D2-MSN (or general afferent),nucleus accumbens D2-medium spiny neuron,Mouse,PM37414552,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5509,NAc dorsal pole,nucleus accumbens dorsal pole,Pig,PM42133082,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5510,NAc shellGABA,nucleus accumbens shell GABAergic neurons,Mouse,PM41764545,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5511,NAc-projecting VGAT-Cre neurons,nucleus accumbens-projecting VGAT-expressing neurons,Mouse,PM40238649,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5512,NAc-projecting VTA neurons,nucleus accumbens-projecting ventral tegmental area neurons,Mouse,PM40238649,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5513,NAcb,nucleus accumbens,Mouse,PM33955100,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5514,NAcbS,nucleus accumbens shell,Rat,PM36843155,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5515,NAcCore,nucleus accumbens core,,PM42138352,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5516,NAcCRH,NAc CRH neurons,Mouse,PM38980648,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5517,NAcLat,nucleus accumbens lateral shell,,PM42138352,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5518,NAcMed,nucleus accumbens medial shell,,PM42138352,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5519,NAcore D1-MSN,nucleus accumbens core D1-expressing medium spiny neurons,Rat,PM34642457,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5520,NAcore D2-MSN,nucleus accumbens core D2-expressing medium spiny neurons,Rat,PM34642457,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5521,NAcSM,medial nucleus accumbens shell,Mouse,PM37331669,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5522,NAshell,nucleus accumbens shell,Rat,PM34431593,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5523,ND,nodose ganglion,Mouse,PM38601267,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5524,Ndnf interneurons,neuron-derived neurotrophic factor interneurons,,PM41702716,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5525,Ndnf neurons,neuron-derived neurotrophic factor neurons,,PM41702716,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5526,NDNF+ cells (neurogliaform cells),NDNF+ neurogliaform cells in CA1 SR/SLM,Mouse,PM39446584,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound,high,1.0,,,"rule_keep: rule_cell_type,rule_compound",seed_remap,high,seed: subcortical → non_neocortex
5527,NE,elliptic nucleus,,PM37660322,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5528,nearby layer 2/3 neurons,,,PM33224026,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_cell_type|rule_compound,high,0.8833,,,"rule_keep: rule_has_layer,rule_cell_type,rule_compound",flash,high,"'Nearby layer 2/3 neurons' implies neocortical layer, but 'nearby' lacks specific locus. | Layer 2/3 neurons typically neocortical; 'nearby' does not change classification. | Layer 2/3 neurons are characteristic of neocortex."
5529,neocortical areas,,Mouse,PM40455405,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9767,,,rule_keep: clean,flash,high,Explicitly 'neocortical areas' — neocortex. | Explicitly 'neocortical areas'. | Explicitly 'neocortical areas' refers to isocortex.
5530,neocortical premotor regions,,Human,PM40750361,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.9767,,,rule_keep: clean,flash,high,'Neocortical premotor regions' — premotor cortex is neocortex. | Explicitly 'neocortical premotor regions'. | 'Neocortical premotor regions' are part of neocortex.
5531,"neocortical, striatal, and sub-thalamic areas",,Mouse,PM34667149,1,1,other,other,no,yes,unsuitable,compound_multi_region,rule,,rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_compound,rule_prior_other",seed_remap,high,seed: other kept
5532,neostriatum,neostriatum,Mouse,PM40199324,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5533,NeuN positive neurons,NeuN positive neurons,,PM40334752,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5534,Neurog2-programmed neurons in striatum,,Mouse,PM37995703,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5535,neurogliaform cells,neurogliaform cells,Mouse,PM41082527,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5536,neuromuscular junction,neuromuscular junction,Mouse,PM38238800,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5537,neurons (early-born),early-born neurons,Mouse,PM37561632,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5538,neurons (LVI fate-converted SCPN),layer VI fate-converted subcerebral projection neurons,Mouse,PM37561632,1,1,neocortex,neocortex,no,yes,unsuitable,layer_only,rule,,rule_has_layer|rule_cell_type,high,0.95,,,"rule_keep: rule_has_layer,rule_cell_type",flash,high,Layer VI fate-converted SCPN — layer VI implies neocortex. | Layer VI subcerebral projection neurons are neocortical; LVI indicates layer VI. | Layer VI neurons are neocortical; subcerebral projection neurons originate from neocortex.
5539,neurons in ACx and posterior auditory thalamus,neurons in auditory cortex and posterior auditory thalamus,Mouse,PM34610277,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_compound|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_compound,rule_prior_other",seed_remap,high,seed: other kept
5540,neurons in groups with clear-cut borders,,Rat,PM32528401,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5541,neurons in M1,neurons in primary motor cortex,Mouse,PM34610277,1,1,neocortex,neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,0.9767,,,rule_keep: rule_cell_type,flash,high,"Neurons in M1 (primary motor cortex) — neocortex. | M1 = primary motor cortex, a neocortical area. | M1 (primary motor cortex) is a neocortical area."
5542,neurons in the next lower level of the hierarchy,,,PM40338986,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5543,neurons in the visual cortex module,,,PM40338986,1,1,neocortex,neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,0.95,,,rule_keep: rule_cell_type,flash,high,"visual cortex is a neocortical area; module implies cortical column | ""Visual cortex"" is a defined neocortical area; ""module"" suggests cortical column. | Visual cortex is a primary neocortical area (V1)."
5544,neurons in various brain regions,,Mouse,PM33626343,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5545,neurons innervating glioma sites,,,PM39630872,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5546,neurons projecting to MCH,,Mouse,PM41652471,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5547,neurons sending monosynaptic inputs,,Mouse,PM34823066,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5548,NGFI,NDNF-expressing neurons,Mouse,PM42395501,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5549,NGs,nodose ganglia,,PM33171152,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5550,NGTRPV1,TRPV1-positive neurons in the nodose ganglia,,PM41933645,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
5551,nICP,interstitial nucleus of the posterior commissure,,PM36455518,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,rule_fiber,high,1.0,,,rule_keep: rule_fiber,seed_remap,high,seed: subcortical → non_neocortex
5552,nigra,substantia nigra,Human,PM36516880,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,,high,1.0,,,rule_keep: clean,seed_remap,high,seed: subcortical → non_neocortex
5553,nigrostriatal,,Rat,PM39627032,1,1,other,other,no,yes,unsuitable,other,rule,,rule_prior_other,high,1.0,,,rule_keep: rule_prior_other,seed_remap,high,seed: other kept
5554,NK1-CreGFP+ neurons in the spinal cord,NK1-CreGFP+ neurons in the spinal cord,Mouse,PM34730998,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5555,NkB-producing neurons,neurokinin B-producing neurons,Mouse,PM35860212,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,medium,0.8,,,"rule_keep: rule_cell_type,rule_prior_other",flash,medium,"cell type name without specific brain region; not a region | Describes a cell type (NkB-producing neurons), not an anatomical region. | Refers to a cell type (NkB-producing neurons), not a specific brain region."
5556,NMBR+ DH neurons,NMBR+ dorsal horn neurons,Mouse,PM34986325,1,1,non_neocortex,non_neocortex,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type,high,1.0,,,rule_keep: rule_cell_type,seed_remap,high,seed: subcortical → non_neocortex
5557,NMC,neocortical microcircuit,Rat,PM34131136,1,1,neocortex,neocortex,no,yes,suitable,,rule,,,high,0.8833,,,rule_keep: clean,flash,high,"fullname 'neocortical microcircuit' explicitly indicates neocortex | ""Neocortical microcircuit"" explicitly indicates neocortex, though term is not a standard region. | Fullname 'neocortical microcircuit' explicitly indicates neocortex."
5558,nMOT,marginal nucleus of the optic tract,,PM40911558,1,1,non_neocortex,non_neocortex,no,yes,suitable,,rule,,rule_fiber,high,1.0,,,rule_keep: rule_fiber,seed_remap,high,seed: subcortical → non_neocortex
5559,nNOS+ myenteric neurons,nitric oxide synthase positive neurons,,PM36622086,1,1,other,other,no,yes,unsuitable,cell_type_or_marker,rule,,rule_cell_type|rule_prior_other,high,1.0,,,"rule_keep: rule_cell_type,rule_prior_other",seed_remap,high,seed: other kept
