structure_name,category,species,paper,rcs_rank,rcs_candidate_homba_id,rcs_candidate_name,rcs_candidate_acronym,rcs_candidate_dhba_name,rcs_candidate_dhba_acronym,rcs_candidate_parent_id,rcs_candidate_graph_order,rcs_candidate_depth,rcs_score,rcs_methods,rcs_matched_query,rcs_matched_alias,rcs_review_flag,rcs_modifier_terms,rcs_modifier_match_score,rcs_hierarchy_reason,rcs_dhba_filter
Dorsomedial hypothalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10485,dorsomedial hypothalamic nucleus,DMH,dorsomedial hypothalamic nucleus,DMH,HOMBA:10483,902,900,1.0,bm25+exact+fuzzy+hierarchy_parent,Dorsomedial hypothalamic nucleus,Dorsomedial hypothalamic nucleus,high_confidence,,1.0,common_parent_of_2_candidates,both
Mammillary nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10498,mammillary nuclear complex,MMN,mammillary nucleus,MN,HOMBA:10495,927,923,1.0,bm25+exact+fuzzy+hierarchy_parent,Mammillary nucleus,Mammillary nucleus,high_confidence,,1.0,common_parent_of_3_candidates,both
Retro-mammillary nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10498,mammillary nuclear complex,MMN,mammillary nucleus,MN,HOMBA:10495,927,923,0.856667,bm25+fuzzy+hierarchy_parent,Retro-mammillary nucleus,mammillary nucleus,needs_review,,1.0,common_parent_of_2_candidates,both
Perifornical nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:11578,perifornical nucleus,PeF,perifornical nucleus,PeF,HOMBA:AA30350,939,938,1.0,bm25+exact+fuzzy,Perifornical nucleus,Perifornical nucleus,high_confidence,,1.0,,both
Supraoptic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10481,supraoptic nucleus,SO,supraoptic nucleus,SO,HOMBA:10473,893,879,1.0,bm25+exact+fuzzy+hierarchy_parent,Supraoptic nucleus,Supraoptic nucleus,high_confidence,,1.0,common_parent_of_2_candidates,both
Medial eminence,gray_matter,Macaque,Hartig2020,1,HOMBA:12820,medial eminence,MEm,medial eminence,MEm,HOMBA:12810,1561,1551,1.0,bm25+exact+fuzzy,Medial eminence,Medial eminence,high_confidence,medial,1.0,,both
Anterior pituitary,gray_matter,Macaque,Hartig2020,1,HOMBA:10559,anterior commissure,ac,anterior commissure,ac,HOMBA:AA30483,1571,1571,0.725833,bm25+fuzzy+hierarchy_parent,Anterior pituitary,anterior commissure,needs_review,,1.0,common_parent_of_2_candidates,both
Posterior pituitary,gray_matter,Macaque,Hartig2020,1,HOMBA:AA30485,caudal (posterior) branch of anterior commissure,acc,,,HOMBA:10559,1573,1572,0.787763,bm25+fuzzy,Posterior pituitary,posterior,needs_review,posterior,1.0,,both
Subthalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10466,subthalamic nucleus,STH,subthalamic nucleus,STH,HOMBA:10465,856,856,1.0,bm25+exact+fuzzy,Subthalamic nucleus,Subthalamic nucleus,high_confidence,,1.0,,both
Pineal gland,gray_matter,Macaque,Hartig2020,1,HOMBA:10460,pineal body,Pin,pineal body,Pin,HOMBA:10451,854,841,1.0,bm25+exact+fuzzy,Pineal gland,Pineal gland,high_confidence,,1.0,,both
Habenula,gray_matter,Macaque,Hartig2020,1,HOMBA:10452,habenular nuclei,HN,habenular nuclei,HN,HOMBA:10451,841,841,1.0,bm25+exact+fuzzy+hierarchy_parent,Habenula,Habenula,high_confidence,,1.0,common_parent_of_3_candidates,both
Anterior thalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10392,anterior nuclear complex of thalamus,ANC,anterior nuclear complex of thalamus,ANC,HOMBA:10391,681,681,1.0,bm25+exact+fuzzy,anterior thalamic nuclei,anterior thalamic nuclei,high_confidence,,1.0,,both
Centrolateral and paracentral thalamic nuclei,gray_matter,Macaque,Hartig2020,1,HOMBA:10446,paracentral nucleus of thalamus,PC,paracentral nucleus of thalamus,PC,HOMBA:10443,809,809,0.47996,bm25+fuzzy,Centrolateral and paracentral thalamic nuclei,paracentral nuclei of thalamus,low_confidence,,1.0,,both
Centromedian and parafascicular thalamic complex,gray_matter,Macaque,Hartig2020,1,HOMBA:10450,parafascicular nucleus of thalamus,Pf,parafascicular nucleus of thalamus,Pf,HOMBA:10448,821,821,0.392733,bm25+hierarchy_parent,Centromedian and parafascicular thalamic complex,parafascicular nucleus of thalamus,low_confidence,,1.0,common_parent_of_2_candidates,both
Mediodorsal thalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:AA30276,ventral midline nuclei of thalamus,MiV,,,HOMBA:13045,708,701,0.730692,hierarchy_parent,Mediodorsal thalamic nucleus,ventral midline nuclei of thalamus,needs_review,,1.0,common_parent_of_2_candidates,both
Intermediodorsal thalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:AA30276,ventral midline nuclei of thalamus,MiV,,,HOMBA:13045,708,701,0.703156,hierarchy_parent,Intermediodorsal thalamic nucleus,ventral midline nuclei of thalamus,needs_review,,1.0,common_parent_of_2_candidates,both
Laterodorsal thalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:AA30276,ventral midline nuclei of thalamus,MiV,,,HOMBA:13045,708,701,0.691518,hierarchy_parent,Laterodorsal thalamic nucleus,ventral midline nuclei of thalamus,needs_review,,1.0,common_parent_of_2_candidates,both
Reticular thalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10464,reticular nucleus of thalamus,Rt,reticular nucleus of thalamus,R,HOMBA:10461,829,829,0.74003,bm25+fuzzy,Reticular thalamic nucleus,reticular nucleus of thalamus,needs_review,reticular,1.0,,both
Ventrolateral thalamic nucleus (posterodorsal part),gray_matter,Macaque,Hartig2020,1,HOMBA:12286,posterodorsal tegmental nucleus,PDTg,posterodorsal tegmental nucleus,PDTg,HOMBA:12508,1185,1183,0.643986,bm25+fuzzy,ventrolateral thalamic nuclei posterodorsal part,posterodorsal tegmental nuclei,needs_review,posterodorsal,1.0,,both
Ventrolateral thalamic nucleus (posteroventral part),gray_matter,Macaque,Hartig2020,1,HOMBA:146034754,ventral subdivision of PuC,PuCv,posteroventral putamen,PuPV,HOMBA:11538,480,478,0.660551,bm25+fuzzy,Ventrolateral thalamic nucleus (posteroventral part),posteroventral lenticular nucleus,needs_review,posteroventral,1.0,,both
Ventromedial thalamic nucleus (posterior and basal),gray_matter,Macaque,Hartig2020,1,HOMBA:10488,ventromedial hypothalamic nucleus,VMH,ventromedial hypothalamic nucleus,VMH,HOMBA:10483,905,900,0.614541,bm25+fuzzy,Ventromedial thalamic nucleus,ventromedial hypothalamic nucleus,needs_review,posterior;basal;posterior and basal,0.0,,both
Ventroposterior medial and lateral thalamic nuclei,gray_matter,Macaque,Hartig2020,1,HOMBA:10392,anterior nuclear complex of thalamus,ANC,anterior nuclear complex of thalamus,ANC,HOMBA:10391,681,681,0.480901,bm25+fuzzy,Ventroposterior medial and lateral thalamic nuclei,anterior thalamic nuclei,low_confidence,medial;lateral,0.0,,both
Ventroposterior inferior thalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:AA30276,ventral midline nuclei of thalamus,MiV,,,HOMBA:13045,708,701,0.617892,hierarchy_parent,Ventroposterior inferior thalamic nucleus,ventral midline nuclei of thalamus,needs_review,,1.0,common_parent_of_2_candidates,both
Dorsal lateral geniculate nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10429,lateral geniculate nucleus (dorsal lateral geniculate nucleus),LG,lateral geniculate nucleus,LG,HOMBA:AA30295,766,766,1.0,bm25+exact+fuzzy,Dorsal lateral geniculate nucleus,Dorsal lateral geniculate nucleus,high_confidence,dorsal;lateral,1.0,,both
Medial geniculate nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:10434,medial geniculate nucleus,MG,medial geniculate nuclei,MG,HOMBA:AA30307,789,789,1.0,bm25+exact+fuzzy,Medial geniculate nucleus,Medial geniculate nucleus,high_confidence,medial,1.0,,both
Subparafascicular parvocellular thalamic nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:AA30276,ventral midline nuclei of thalamus,MiV,,,HOMBA:13045,708,701,0.690948,hierarchy_parent,Subparafascicular parvocellular thalamic nucleus,ventral midline nuclei of thalamus,needs_review,,1.0,common_parent_of_3_candidates,both
Zona incerta and H fields,gray_matter,Macaque,Hartig2020,1,HOMBA:10463,zona incerta,ZI,zona incerta,ZI,HOMBA:10461,832,829,0.715161,bm25+fuzzy,Zona incerta and H fields,zona incerta,needs_review,,1.0,,both
Precommissural nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:12287,precommissural nucleus,PrC,precommissural nucleus,PrC,HOMBA:AA30359,1006,999,1.0,bm25+exact+fuzzy,Precommissural nucleus,Precommissural nucleus,high_confidence,,1.0,,both
Periaqueductal gray,gray_matter,Macaque,Hartig2020,1,HOMBA:AA30359,periaqueductal gray region,PAGR,,,HOMBA:12195,998,986,0.94,bm25+fuzzy,Periaqueductal gray,periaqueductal gray region,high_confidence,,1.0,,both
Superior colliculus,gray_matter,Macaque,Hartig2020,1,HOMBA:12292,superior colliculus,SC,superior colliculus,SC,HOMBA:12291,963,963,1.0,bm25+exact+fuzzy+hierarchy_parent,Superior colliculus,Superior colliculus,high_confidence,,1.0,common_parent_of_4_candidates,both
Inferior colliculus,gray_matter,Macaque,Hartig2020,1,HOMBA:12305,inferior colliculus,IC,inferior colliculus,IC,HOMBA:12291,976,963,1.0,bm25+exact+fuzzy+hierarchy_parent,Inferior colliculus,Inferior colliculus,high_confidence,,1.0,common_parent_of_4_candidates,both
Substantia nigra,gray_matter,Macaque,Hartig2020,1,HOMBA:12251,substantia nigra,SN,substantia nigra,SN,HOMBA:AA30368,1043,1043,1.0,bm25+exact+fuzzy+hierarchy_parent,Substantia nigra,Substantia nigra,high_confidence,,1.0,common_parent_of_4_candidates,both
Red nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:12247,red nucleus,RN,red nucleus,RN,HOMBA:AA30363,1032,1032,1.0,bm25+exact+fuzzy+hierarchy_parent,Red nucleus,Red nucleus,high_confidence,,1.0,common_parent_of_3_candidates,both
Oculomotor complex,gray_matter,Macaque,Hartig2020,1,HOMBA:266441673,subicular complex,Subx,subicular complex,Subx,HOMBA:12139,1975,1960,0.51706,bm25+fuzzy,Oculomotor complex,subicular complex,low_confidence,,1.0,,both
Ventral tegmental area,gray_matter,Macaque,Hartig2020,1,HOMBA:12261,ventral tegmental area,VTA,ventral tegmental area,VTA,HOMBA:146034938,1053,1053,1.0,bm25+exact+fuzzy,Ventral tegmental area,Ventral tegmental area,high_confidence,ventral,1.0,,both
Dorsal raphe,gray_matter,Macaque,Hartig2020,1,HOMBA:12223,dorsal raphe nucleus,DR,dorsal raphe nucleus,DR,HOMBA:12222,1018,1018,0.947851,bm25+fuzzy,Dorsal raphe,dorsal raphe nuclei,high_confidence,dorsal,1.0,,both
Linear raphe,gray_matter,Macaque,Hartig2020,1,HOMBA:12230,linear nucleus of the midbrain,LiN,linear nucleus of the midbrain,Lin,HOMBA:12222,1026,1018,0.475616,bm25+hierarchy_parent,Linear raphe,linear nucleus of the midbrain,low_confidence,,1.0,common_parent_of_2_candidates,both
Midbrain reticular formation,gray_matter,Macaque,Hartig2020,1,HOMBA:12239,midbrain reticular formation,MRF,midbrain reticular formation,MRF,HOMBA:12195,1072,986,1.0,bm25+exact+fuzzy,Midbrain reticular formation,Midbrain reticular formation,high_confidence,reticular,1.0,,both
Pontine nucleus,gray_matter,Macaque,Hartig2020,1,HOMBA:12406,pontine nucleus,PN,pontine nucleus,PN,HOMBA:12405,1172,1172,1.0,bm25+exact+fuzzy+hierarchy_parent,Pontine nucleus,Pontine nucleus,high_confidence,,1.0,common_parent_of_7_candidates,both
Internal capsule,white_matter,Macaque,Hartig2020,1,HOMBA:10581,internal capsule,ic,internal capsule,ic,HOMBA:AA30489,1626,1607,1.0,bm25+exact+fuzzy+hierarchy_parent,Internal capsule,Internal capsule,high_confidence,,1.0,common_parent_of_3_candidates,both
Anterior commissure,white_matter,Macaque,Hartig2020,1,HOMBA:10559,anterior commissure,ac,anterior commissure,ac,HOMBA:AA30483,1571,1571,1.0,bm25+exact+fuzzy+hierarchy_parent,Anterior commissure,Anterior commissure,high_confidence,,1.0,common_parent_of_2_candidates,both
Medial cerebellar peduncle,white_matter,Macaque,Hartig2020,1,HOMBA:12768,middle cerebellar peduncle (brachium pontis),mcp,middle cerebellar peduncle,mcp,HOMBA:AA30489,1675,1607,0.606877,bm25+fuzzy,Medial cerebellar peduncle,middle cerebellar peduncle,needs_review,medial,0.0,,both
Medial longitudinal fascicle,white_matter,Macaque,Hartig2020,1,HOMBA:12764,medial longitudinal fasciculus,mlf,medial longitudinal fasciculus,mlf,HOMBA:AA30489,1677,1607,0.860459,bm25+fuzzy,Medial longitudinal fascicle,medial longitudinal fasciculus,needs_review,medial,1.0,,both
Fasciculus retroflexus,white_matter,Macaque,Hartig2020,1,HOMBA:12342,fasciculus retroflexus (habenuno-interpeduncular tract),fr,fasciculus retroflexus (habenuno-interpeduncular tract),fr,HOMBA:AA30489,1617,1607,1.0,bm25+exact+fuzzy,Fasciculus retroflexus,Fasciculus retroflexus,high_confidence,,1.0,,both
Stria medullaris,white_matter,Macaque,Hartig2020,1,HOMBA:10590,stria medullaris of thalamus,smt,stria medullaris of thalamus,smt,HOMBA:AA30489,1658,1607,0.782738,bm25+fuzzy,Stria medullaris,stria medullaris of thalamus,needs_review,,1.0,,both
Optic tract/chiasma,white_matter,Macaque,Hartig2020,1,HOMBA:10589,optic tract,ot,optic tract,ot,HOMBA:AA30489,1654,1607,0.788377,bm25+fuzzy,Optic tract/chiasma,optic tract,needs_review,,1.0,,both
Cerebral peduncle,white_matter,Macaque,Hartig2020,1,HOMBA:12330,cerebral peduncle (crus cerebri),cpd,cerebral peduncle (crus cerebri),cpd,HOMBA:AA30489,1665,1607,1.0,bm25+exact+fuzzy,Cerebral peduncle,Cerebral peduncle,high_confidence,,1.0,,both
Crossing of the superior cerebellar peduncle,white_matter,Macaque,Hartig2020,1,HOMBA:12354,superior cerebellar peduncle (brachium conjunctivum),scp,superior cerebellar peduncle (brachium conjunctivum),scp,HOMBA:AA30489,1685,1607,0.852273,bm25+fuzzy,Crossing of the superior cerebellar peduncle,superior cerebellar peduncle,needs_review,,1.0,,both
Lateral ventricle,ventricle,Macaque,Hartig2020,1,HOMBA:10598,body of lateral ventricles,LVb,body of lateral ventricle,bLV,HOMBA:AA30473,1520,1519,0.976667,bm25+fuzzy,Lateral ventricle,body of lateral ventricle,high_confidence,lateral,1.0,,both
Third ventricle,ventricle,Macaque,Hartig2020,1,HOMBA:10602,third ventricle,3V,third ventricle,3V,HOMBA:10595,1531,1517,1.0,bm25+exact+fuzzy+hierarchy_parent,Third ventricle,Third ventricle,high_confidence,,1.0,common_parent_of_2_candidates,both
Caudate putamen,gray_matter,Rat,Leergaard2023,1,HOMBA:10338,putamen (lateroventral division of the CP),Pu,putamen,Pu,HOMBA:AA30192,467,456,0.7009,bm25+fuzzy+hierarchy_parent,caudate lenticular nucleus,lenticular nucleus,needs_review,,1.0,common_parent_of_4_candidates,both
Nucleus accumbens (core),gray_matter,Rat,Leergaard2023,1,HOMBA:10340,core of nucleus accumbens,NACc,core of nucleus accumbens,NACc,HOMBA:10339,486,486,1.0,bm25+fuzzy,Nucleus accumbens,core of nucleus accumbens,high_confidence,core,1.0,,both
Nucleus accumbens (shell),gray_matter,Rat,Leergaard2023,1,HOMBA:10341,shell of nucleus accumbens,NACs,shell of nucleus accumbens,NACs,HOMBA:10339,489,486,1.0,bm25+fuzzy,Nucleus accumbens,shell of nucleus accumbens,high_confidence,shell,1.0,,both
Ventral striatal region (unspecified),gray_matter,Rat,Leergaard2023,1,HOMBA:AA30195,ventral striatum (STRv),VS,,,HOMBA:AA30191,484,455,0.597151,bm25+fuzzy,Ventral striatal region,ventral striatum,modifier_conflict,unspecified;ventral,0.5,,both
External globus pallidus (medial part),gray_matter,Rat,Leergaard2023,1,HOMBA:10343,external division of globus pallidus,GPe,external segment of globus pallidus,GPe,HOMBA:10342,513,513,0.859777,bm25+fuzzy,External globus pallidus (medial part),external division of globus pallidus,modifier_conflict,medial;external,0.5,,both
External globus pallidus (lateral part),gray_matter,Rat,Leergaard2023,1,HOMBA:10343,external division of globus pallidus,GPe,external segment of globus pallidus,GPe,HOMBA:10342,513,513,0.859777,bm25+fuzzy,External globus pallidus (lateral part),external division of globus pallidus,modifier_conflict,lateral;external,0.5,,both
Ventral pallidum,gray_matter,Rat,Leergaard2023,1,HOMBA:10345,ventral pallidum,VeP,Ventral pallidus,VeP,HOMBA:10343,516,514,1.0,bm25+exact+fuzzy,Ventral pallidum,Ventral pallidum,high_confidence,ventral,1.0,,both
Entopeduncular nucleus,gray_matter,Rat,Leergaard2023,1,HOMBA:146034758,entopeduncular nucleus,EnPN,entopeduncular nucleus,EnPN,HOMBA:10342,521,513,1.0,bm25+exact+fuzzy,Entopeduncular nucleus,Entopeduncular nucleus,high_confidence,,1.0,,both
Reticular (pre)thalamic nucleus,gray_matter,Rat,Leergaard2023,1,HOMBA:10464,reticular nucleus of thalamus,Rt,reticular nucleus of thalamus,R,HOMBA:10461,829,829,0.65503,bm25+fuzzy,Reticular  thalamic nucleus,reticular nucleus of thalamus,modifier_conflict,pre;reticular,0.5,,both
Zona incerta (rostral part),gray_matter,Rat,Leergaard2023,1,HOMBA:10463,zona incerta,ZI,zona incerta,ZI,HOMBA:10461,832,829,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,needs_review,rostral,0.0,,both
Zona incerta (dorsal part),gray_matter,Rat,Leergaard2023,1,HOMBA:10463,zona incerta,ZI,zona incerta,ZI,HOMBA:10461,832,829,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,needs_review,dorsal,0.0,,both
Zona incerta (ventral part),gray_matter,Rat,Leergaard2023,1,HOMBA:10463,zona incerta,ZI,zona incerta,ZI,HOMBA:10461,832,829,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,needs_review,ventral,0.0,,both
Zona incerta (caudal part),gray_matter,Rat,Leergaard2023,1,HOMBA:10463,zona incerta,ZI,zona incerta,ZI,HOMBA:10461,832,829,0.88,bm25+exact+fuzzy,Zona incerta,Zona incerta,needs_review,caudal,0.0,,both
A13 dopamine cell group,gray_matter,Rat,Leergaard2023,1,HOMBA:AA30843,A8 dopamine cell group,DA8,,,HOMBA:12289,1040,1039,0.775734,bm25+fuzzy,A13 dopamine cell group,A8 dopamine cell group,needs_review,,1.0,,both
A11 dopamine cell group,gray_matter,Rat,Leergaard2023,1,HOMBA:AA30843,A8 dopamine cell group,DA8,,,HOMBA:12289,1040,1039,0.775734,bm25+fuzzy,A11 dopamine cell group,A8 dopamine cell group,needs_review,,1.0,,both
Fields of Forel,gray_matter,Rat,Leergaard2023,1,HOMBA:10462,nucleus of the field of Forel,FF,nucleus of the field of Forel,FF,HOMBA:10461,838,829,0.446243,bm25+fuzzy,Fields of Forel,nucleus of the field of Forel,low_confidence,,1.0,,both
Habenula (lateral part),gray_matter,Rat,Leergaard2023,1,HOMBA:10452,habenular nuclei,HN,habenular nuclei,HN,HOMBA:10451,841,841,0.88,bm25+exact+fuzzy,Habenula,Habenula,needs_review,lateral,0.0,,both
Habenula (medial part),gray_matter,Rat,Leergaard2023,1,HOMBA:10452,habenular nuclei,HN,habenular nuclei,HN,HOMBA:10451,841,841,0.88,bm25+exact+fuzzy,Habenula,Habenula,needs_review,medial,0.0,,both
Mediodorsal thalamic nucleus,gray_matter,Rat,Leergaard2023,1,HOMBA:AA30276,ventral midline nuclei of thalamus,MiV,,,HOMBA:13045,708,701,0.730692,hierarchy_parent,Mediodorsal thalamic nucleus,ventral midline nuclei of thalamus,needs_review,,1.0,common_parent_of_2_candidates,both
Medial geniculate complex (dorsal division),gray_matter,Rat,Leergaard2023,1,HOMBA:AA30307,medial geniculate nuclear complex,MGC,,,HOMBA:10428,788,765,0.825834,bm25+fuzzy,Medial geniculate complex,medial geniculate nuclear complex,modifier_conflict,dorsal;medial,0.5,,both
Medial geniculate complex (ventral division),gray_matter,Rat,Leergaard2023,1,HOMBA:AA30307,medial geniculate nuclear complex,MGC,,,HOMBA:10428,788,765,0.825834,bm25+fuzzy,Medial geniculate complex,medial geniculate nuclear complex,modifier_conflict,ventral;medial,0.5,,both
Medial geniculate complex (medial division),gray_matter,Rat,Leergaard2023,1,HOMBA:AA30307,medial geniculate nuclear complex,MGC,,,HOMBA:10428,788,765,0.923334,bm25+fuzzy,Medial geniculate complex,medial geniculate nuclear complex,high_confidence,medial,1.0,,both
Medial geniculate complex (marginal zone),gray_matter,Rat,Leergaard2023,1,HOMBA:266441523,marginal zone of medial geniculate nucleus,MzMG,limitans part of medial geniculate nucleus,LiMG,HOMBA:10434,797,790,0.818191,bm25+fuzzy,Medial geniculate complex (marginal zone),marginal zone of medial geniculate nucleus,needs_review,marginal;zone;marginal zone;medial,1.0,,both
Suprageniculate nucleus,gray_matter,Rat,Leergaard2023,1,HOMBA:13044,suprageniculate nucleus,SGN,suprageniculate nucleus of thalamus,SGN,HOMBA:AA30307,798,789,1.0,bm25+exact+fuzzy,Suprageniculate nucleus,Suprageniculate nucleus,high_confidence,,1.0,,both
Posterior thalamic nucleus,gray_matter,Rat,Leergaard2023,1,HOMBA:10503,posterior hypothalamic nucleus,PHN,posterior hypothalamic nucleus,PHN,HOMBA:10495,935,923,0.857117,bm25+fuzzy,Posterior thalamic nucleus,posterior hypothalamic nucleus,needs_review,posterior,1.0,,both
Posterior thalamic nuclear group (triangular part),gray_matter,Rat,Leergaard2023,1,HOMBA:12053,posterior thalamic radiation,pthr,posterior thalamic radiation,pthr,HOMBA:12052,1635,1635,0.631933,bm25+fuzzy,Posterior thalamic nuclear group (triangular part),posterior thalamic radiation,modifier_conflict,triangular;posterior,0.5,,both
Substantia nigra (reticular part),gray_matter,Rat,Leergaard2023,1,HOMBA:12259,"substantia nigra, reticular division",SNR,"substantia nigra, reticular part",SNR,HOMBA:12251,1048,1044,1.0,bm25+exact+fuzzy,Substantia nigra (reticular part),Substantia nigra (reticular part),high_confidence,reticular,1.0,,both
Substantia nigra (compact part),gray_matter,Rat,Leergaard2023,1,HOMBA:12252,"substantia nigra, compact division",SNC,"substantia nigra, compact part",SNC,HOMBA:12251,1044,1044,1.0,bm25+exact+fuzzy,Substantia nigra (compact part),Substantia nigra (compact part),high_confidence,compact,1.0,,both
Substantia nigra (lateral part),gray_matter,Rat,Leergaard2023,1,HOMBA:12257,"substantia nigra, lateral division",SNL,"substantia nigra, lateral part",SNL,HOMBA:12251,1049,1044,1.0,bm25+exact+fuzzy,Substantia nigra (lateral part),Substantia nigra (lateral part),high_confidence,lateral,1.0,,both
Ventral tegmental area,gray_matter,Rat,Leergaard2023,1,HOMBA:12261,ventral tegmental area,VTA,ventral tegmental area,VTA,HOMBA:146034938,1053,1053,1.0,bm25+exact+fuzzy,Ventral tegmental area,Ventral tegmental area,high_confidence,ventral,1.0,,both
Claustrum,gray_matter,Rat,Leergaard2023,1,HOMBA:10346,claustrum,Cla,claustrum,Cla,HOMBA:AA30263,669,669,1.0,bm25+exact+fuzzy+hierarchy_parent,Claustrum,Claustrum,high_confidence,,1.0,common_parent_of_4_candidates,both
Endopiriform nucleus,gray_matter,Rat,Leergaard2023,1,HOMBA:10371,endopiriform nucleus,En,endopiriform nucleus,En,HOMBA:AA30263,674,669,1.0,bm25+exact+fuzzy+hierarchy_parent,Endopiriform nucleus,Endopiriform nucleus,high_confidence,,1.0,common_parent_of_2_candidates,both
Amygdaloid area (unspecified),gray_matter,Rat,Leergaard2023,1,HOMBA:10557,forebrain white matter (unspecified region),fwm,white matter of forebrain,FWM,HOMBA:AA30489,1607,1607,0.680018,bm25+fuzzy,Amygdaloid area (unspecified),unspecified region,needs_review,unspecified,1.0,,both
Anterior olfactory area,gray_matter,Rat,Swanson2018,1,HOMBA:10308,anterior olfactory nuclear complex,AON,anterior olfactory nucleus,AON,HOMBA:10306,361,359,0.635146,bm25+fuzzy+hierarchy_parent,Anterior olfactory area,anterior olfactory nuclei,needs_review,,1.0,common_parent_of_4_candidates,both
CA1 (hippocampus),gray_matter,Rat,Swanson2018,1,HOMBA:10297,CA1 region of hippocampus,CA1,CA1 region of Hipp,CA1,HOMBA:10296,312,312,1.0,bm25+exact+fuzzy,CA1,CA1,high_confidence,hippocampus,1.0,,both
Entorhinal area (medial part),gray_matter,Rat,Swanson2018,1,HOMBA:10319,medial (caudal) entorhinal cortex,MEC,medial (posterior) entorhinal cortex,MEC,HOMBA:10317,284,277,1.0,bm25+fuzzy,Entorhinal area,medial entorhinal area,high_confidence,medial,1.0,,both
Lateral septal nucleus (rostral division),gray_matter,Rat,Swanson2018,1,HOMBA:10352,lateral septal nuclear complex,LSN,lateral septal nucleus,LSN,HOMBA:AA30216,551,550,1.0,bm25+exact+fuzzy,Lateral septal nucleus,Lateral septal nucleus,modifier_conflict,rostral;lateral,0.5,,both
Paraventricular hypothalamic nucleus (medial parvicellular dorsal zone),gray_matter,Rat,Swanson2018,1,HOMBA:10489,dorsal division of VMHco,VMHd,dorsal part of ventromedial hypothalamic nucleus,VMHd,HOMBA:AA30343,908,908,0.639773,bm25+fuzzy,paraventricular hypothalamic nuclei medial parvicellular dorsal zone,dorsal part of ventromedial hypothalamic nuclei,modifier_conflict,medial;parvicellular;dorsal;zone;medial parvicellular dorsal zone,0.4,,both
Infundibulum,gray_matter,Rat,Swanson2018,1,HOMBA:10643,infundibular stalk,InF,infundibular stalk,InF,HOMBA:AA30560,2015,2005,0.396,fuzzy,Infundibulum,infundibular stalk,low_confidence,,1.0,,both
Median eminence,gray_matter,Rat,Swanson2018,1,HOMBA:13338,median eminence,MnE,median eminence,ME,HOMBA:10483,919,900,1.0,bm25+exact+fuzzy+hierarchy_parent,Median eminence,Median eminence,high_confidence,,1.0,common_parent_of_2_candidates,both
Periaqueductal gray,gray_matter,Rat,Swanson2018,1,HOMBA:AA30359,periaqueductal gray region,PAGR,,,HOMBA:12195,998,986,0.94,bm25+fuzzy,Periaqueductal gray,periaqueductal gray region,high_confidence,,1.0,,both
Orbital cortex (ventral),gray_matter,Rat,Swanson2018,1,HOMBA:12187,anterior (ventral /principal) pretectal nucleus,APT,anterior (ventral /principal) pretectal nucleus,APT,HOMBA:12182,958,954,0.62947,bm25+fuzzy,Orbital cortex (ventral),ventral,needs_review,ventral,1.0,,both
Orbital cortex (ventrolateral),gray_matter,Rat,Swanson2018,1,HOMBA:13324,ventrolateral temporal cortex,VLTC,ventrolateral temporal neocortex,VLTC,HOMBA:10235,142,125,0.716079,bm25+fuzzy,Orbital cortex (ventrolateral),ventrolateral temporal cortex,needs_review,ventrolateral,1.0,,both
Striatum,gray_matter,Rat,Swanson2018,1,HOMBA:10333,striatum (neostriatum),STR,striatum,STR,HOMBA:AA30190,453,453,1.0,bm25+exact+fuzzy+hierarchy_parent,Striatum,Striatum,high_confidence,,1.0,common_parent_of_2_candidates,both
Angular gyrus (anterior),gray_matter,Human,Rushmore2022,1,HOMBA:12136,angular gyrus,AnG,angular gyrus,AnG,HOMBA:12134,1949,1948,0.88,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,needs_review,anterior,0.0,,both
Angular gyrus (posterior),gray_matter,Human,Rushmore2022,1,HOMBA:12136,angular gyrus,AnG,angular gyrus,AnG,HOMBA:12134,1949,1948,0.88,bm25+exact+fuzzy,Angular gyrus,Angular gyrus,needs_review,posterior,0.0,,both
