dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check,review_record_id,source_file,source_row,pass1_label,pass1_certainty,pass1_confidence,pass1_reason,pass2_label,pass2_certainty,pass2_confidence,pass2_reason,pass3_label,pass3_certainty,pass3_confidence,pass3_reason,final_consistency_label,final_certainty,final_confidence,vote_agreement,has_vote_disagreement,vote_split_pattern,uncertainty_tag,final_reason,_category,_mechanism
corpus,Abducens nucleus,high_confidence,1.0,HOMBA:12418,abducens nucleus,bm25+exact+fuzzy,Abducens nucleus,Abducens nucleus,,1.0,efferent nuclei of the cranial nerves in midbrain,0.260505,correct,0,1_highconf_correct.csv,2,aligned,high,1.0,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure.",aligned,high,1.0,Exact match with case variation; same anatomical structure.,aligned,high,1.0,Exact match except case.,aligned,high,1.0,3/3,False,3-0,stable,"Query 'Abducens nucleus' matches top1 'abducens nucleus' exactly except for case, referring to the same structure. | Exact match with case variation; same anatomical structure. | Exact match except case.",,
species,Lateral amygdaloid nucleus (ventral),modifier_conflict,0.754779,HOMBA:10367,lateral nucleus of amygdala,bm25+fuzzy,Lateral amygdaloid nucleus,lateral nucleus of amygdaloid complex,ventral;lateral,0.5,lateral division of anterior amygdaloid area,0.663733,,671,3_unresolved_correct.csv,250,broader_parent,high,0.95,"Query is ventral part of lateral amygdaloid nucleus; top1 is the whole lateral nucleus, the parent structure.",broader_parent,high,0.9,"top1 is the lateral nucleus, which is the parent of the specified ventral part.",broader_parent,high,0.95,"Query specifies ventral part of lateral amygdaloid nucleus; top1 is the whole lateral nucleus, correct parent.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Query is ventral part of lateral amygdaloid nucleus; top1 is the whole lateral nucleus, the parent structure. | top1 is the lateral nucleus, which is the parent of the specified ventral part. | Query specifies ventral part of lateral amygdaloid nucleus; top1 is the whole lateral nucleus, correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,"Ventral posterior nucleus of the thalamus, parvicellular part",modifier_conflict,0.780837,HOMBA:AA30312,parvicellular nucleus of posterior thalamus,bm25+fuzzy,ventral posterior nuclei of the thalamus parvicellular part,parvicellular nuclei of posterior thalamus,ventral;posterior;parvicellular,0.666667,parvicellular ventral posterior (medial) nucleus (VPMpc),0.502718,,672,3_unresolved_correct.csv,251,aligned,high,0.95,Query specifies parvicellular part of ventral posterior thalamus; top1 names the same parvicellular nucleus of posterior thalamus.,ambiguous,low,0.5,Query specifies ventral posterior nucleus parvicellular part; top1 omits 'ventral' and may be a different structure or synonym.,aligned,high,0.95,"Query is ventral posterior nucleus parvicellular part; top1 'parvicellular nucleus of posterior thalamus' is the same subnucleus, matched alias confirms equivalence.",aligned,medium,0.8,2/3,True,2-1,majority_vote+low_certainty,"Query specifies parvicellular part of ventral posterior thalamus; top1 names the same parvicellular nucleus of posterior thalamus. | Query specifies ventral posterior nucleus parvicellular part; top1 omits 'ventral' and may be a different structure or synonym. | Query is ventral posterior nucleus parvicellular part; top1 'parvicellular nucleus of posterior thalamus' is the same subnucleus, matched alias confirms equivalence.",A_effectively_correct,modifier de-specified to correct parent
species,"Ventral cochlear nucleus, granule cell layer",modifier_conflict,0.791105,HOMBA:12439,ventral cochlear nucleus,bm25+fuzzy,"Ventral cochlear nucleus, granule cell layer",ventral cochlear nucleus,ventral;layer,0.5,granular cell layer of cochlear nuclei,0.712585,,673,3_unresolved_correct.csv,252,broader_parent,high,0.95,"Query specifies granule cell layer of ventral cochlear nucleus; top1 is the whole ventral cochlear nucleus, the parent structure.",broader_parent,high,0.9,"top1 is the ventral cochlear nucleus, parent of the granule cell layer.",broader_parent,high,0.95,"Query asks for granule cell layer of ventral cochlear nucleus; top1 is the whole nucleus, correct parent.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Query specifies granule cell layer of ventral cochlear nucleus; top1 is the whole ventral cochlear nucleus, the parent structure. | top1 is the ventral cochlear nucleus, parent of the granule cell layer. | Query asks for granule cell layer of ventral cochlear nucleus; top1 is the whole nucleus, correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,"Dorsal cochlear nucleus, molecular layer",modifier_conflict,0.819808,HOMBA:12438,dorsal cochlear nucleus,bm25+fuzzy,"Dorsal cochlear nucleus, molecular layer",dorsal cochlear nucleus,dorsal;molecular;layer,0.333333,layer 1 (molecular layer) of ERC,0.709096,,674,3_unresolved_correct.csv,253,broader_parent,high,0.95,"Query specifies molecular layer of dorsal cochlear nucleus; top1 is the whole dorsal cochlear nucleus, the parent structure.",broader_parent,high,0.9,"top1 is the dorsal cochlear nucleus, parent of the molecular layer.",broader_parent,high,0.95,"Query asks for molecular layer of dorsal cochlear nucleus; top1 is the whole nucleus, correct parent.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Query specifies molecular layer of dorsal cochlear nucleus; top1 is the whole dorsal cochlear nucleus, the parent structure. | top1 is the dorsal cochlear nucleus, parent of the molecular layer. | Query asks for molecular layer of dorsal cochlear nucleus; top1 is the whole nucleus, correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,Medial geniculate complex (dorsal division),modifier_conflict,0.825834,HOMBA:AA30307,medial geniculate nuclear complex,bm25+fuzzy,Medial geniculate complex,medial geniculate nuclear complex,dorsal;medial,0.5,lateral geniculate nuclear complex,0.523762,,675,3_unresolved_correct.csv,254,broader_parent,high,0.95,"Top1 is the whole medial geniculate complex, broader than query's dorsal division.",broader_parent,high,0.95,"Top1 is the whole medial geniculate nuclear complex, broader than the query's dorsal division.",broader_parent,high,0.95,"Query specifies dorsal division of medial geniculate complex; top1 is the whole complex, which is the correct parent structure but not the subdivision.",broader_parent,high,0.95,3/3,False,3-0,stable,"Top1 is the whole medial geniculate complex, broader than query's dorsal division. | Top1 is the whole medial geniculate nuclear complex, broader than the query's dorsal division. | Query specifies dorsal division of medial geniculate complex; top1 is the whole complex, which is the correct parent structure but not the subdivision.",A_effectively_correct,modifier de-specified to correct parent
species,Medial geniculate complex (ventral division),modifier_conflict,0.825834,HOMBA:AA30307,medial geniculate nuclear complex,bm25+fuzzy,Medial geniculate complex,medial geniculate nuclear complex,ventral;medial,0.5,lateral geniculate nuclear complex,0.523762,,676,3_unresolved_correct.csv,255,broader_parent,high,0.95,"Top1 is the whole medial geniculate complex, broader than query's ventral division.",broader_parent,high,0.95,"Top1 is the whole medial geniculate nuclear complex, broader than the query's ventral division.",broader_parent,high,0.95,"Query specifies ventral division of medial geniculate complex; top1 is the whole complex, a broader parent but anatomically correct.",broader_parent,high,0.95,3/3,False,3-0,stable,"Top1 is the whole medial geniculate complex, broader than query's ventral division. | Top1 is the whole medial geniculate nuclear complex, broader than the query's ventral division. | Query specifies ventral division of medial geniculate complex; top1 is the whole complex, a broader parent but anatomically correct.",A_effectively_correct,modifier de-specified to correct parent
species,"Reticular (pre)thalamic nucleus, auditory segment",modifier_conflict,0.845326,HOMBA:10464,reticular nucleus of thalamus,bm25+fuzzy,reticular nucleus of thalamus auditory segment,reticular nucleus of thalamus,pre;reticular,0.5,central reticular nuclei of pontine tegmentum,0.520324,,677,3_unresolved_correct.csv,256,broader_parent,high,0.95,"Top1 is the entire reticular nucleus of thalamus, broader than the auditory segment.",broader_parent,high,0.95,"Top1 is the whole reticular nucleus of thalamus, broader than the query's auditory segment.",broader_parent,high,0.95,"Query is auditory segment of reticular thalamic nucleus; top1 is the entire nucleus, a broader parent structure.",broader_parent,high,0.95,3/3,False,3-0,stable,"Top1 is the entire reticular nucleus of thalamus, broader than the auditory segment. | Top1 is the whole reticular nucleus of thalamus, broader than the query's auditory segment. | Query is auditory segment of reticular thalamic nucleus; top1 is the entire nucleus, a broader parent structure.",A_effectively_correct,modifier de-specified to correct parent
species,Intermediate+ventral Lateral Lemniscus Nuclei,modifier_conflict,0.860049,HOMBA:12456,intermediate nucleus of lateral lemniscus,bm25+fuzzy,Intermediate+ventral Lateral Lemniscus Nuclei,intermediate nuclei of lateral lemniscus,ventral;lateral,0.5,ventral nucleus of lateral lemniscus,0.50622,,678,3_unresolved_correct.csv,257,partial_or_narrower,high,0.95,"Top1 covers only the intermediate nucleus, missing the ventral nucleus of lateral lemniscus.",partial_or_narrower,high,0.95,Query includes both intermediate and ventral nuclei of lateral lemniscus; top1 only covers intermediate.,partial_or_narrower,high,0.95,"Query combines intermediate and ventral nuclei of lateral lemniscus; top1 only covers the intermediate nucleus, missing the ventral component.",partial_or_narrower,high,0.95,3/3,False,3-0,stable,"Top1 covers only the intermediate nucleus, missing the ventral nucleus of lateral lemniscus. | Query includes both intermediate and ventral nuclei of lateral lemniscus; top1 only covers intermediate. | Query combines intermediate and ventral nuclei of lateral lemniscus; top1 only covers the intermediate nucleus, missing the ventral component.",A_effectively_correct,modifier de-specified to correct parent
species,External globus pallidus (lateral part),modifier_conflict,0.860346,HOMBA:10343,external division of globus pallidus,bm25+fuzzy,External globus pallidus (lateral part),external division of globus pallidus,lateral;external,0.5,external medullary lamina of globus pallidus,0.726322,,679,3_unresolved_correct.csv,258,broader_parent,high,0.95,"Top1 is the whole external globus pallidus, broader than the lateral part.",broader_parent,high,0.95,"Top1 is whole external division of globus pallidus; query specifies lateral part, a subregion.",broader_parent,medium,0.9,"Query possibly refers to a lateral subpart of external globus pallidus. Top1 is the whole external division, broader but anatomically correct parent.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Top1 is the whole external globus pallidus, broader than the lateral part. | Top1 is whole external division of globus pallidus; query specifies lateral part, a subregion. | Query possibly refers to a lateral subpart of external globus pallidus. Top1 is the whole external division, broader but anatomically correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,External globus pallidus (medial part),modifier_conflict,0.860346,HOMBA:10343,external division of globus pallidus,bm25+fuzzy,External globus pallidus (medial part),external division of globus pallidus,medial;external,0.5,external medullary lamina of globus pallidus,0.726322,,680,3_unresolved_correct.csv,259,broader_parent,high,1.0,"top1 is the whole external division, broader than the medial part specified in query",broader_parent,high,0.95,"Top1 is the whole external globus pallidus; query specifies medial part, so broader parent.",broader_parent,high,0.9,top1 is the whole external globus pallidus; query is its medial part. Correct parent.,broader_parent,high,0.95,3/3,False,3-0,stable,"top1 is the whole external division, broader than the medial part specified in query | Top1 is the whole external globus pallidus; query specifies medial part, so broader parent. | top1 is the whole external globus pallidus; query is its medial part. Correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,Dorsal Paragigantocellular Reticular Nucleus,modifier_conflict,0.893629,HOMBA:12628,dorsal paragigantocellular nucleus,bm25+fuzzy,Dorsal Paragigantocellular Reticular Nucleus,dorsal paragigantocellular nucleus,dorsal;reticular,0.5,gigantocellular reticular nuclei,0.85,,681,3_unresolved_correct.csv,260,aligned,medium,0.8,"top1 is a standard name for the structure; 'Reticular' is an accepted additional descriptor, not a different structure",aligned,medium,0.85,Top1 omits 'Reticular' but refers to the same nucleus; accepted synonym.,aligned,high,0.95,top1 'dorsal paragigantocellular nucleus' matches query; 'reticular' commonly omitted synonym.,aligned,high,0.8667,3/3,False,3-0,stable,"top1 is a standard name for the structure; 'Reticular' is an accepted additional descriptor, not a different structure | Top1 omits 'Reticular' but refers to the same nucleus; accepted synonym. | top1 'dorsal paragigantocellular nucleus' matches query; 'reticular' commonly omitted synonym.",A_effectively_correct,modifier de-specified to correct parent
species,"Ventral cochlear nucleus, posterior part",modifier_conflict,0.896538,HOMBA:12439,ventral cochlear nucleus,bm25+fuzzy,"Ventral cochlear nucleus, posterior part",ventral cochlear nucleus,ventral;posterior,0.5,"ventral cochlear nucleus, rostral division",0.798701,,682,3_unresolved_correct.csv,261,broader_parent,high,1.0,"top1 is the whole ventral cochlear nucleus, broader than the posterior part",broader_parent,high,0.95,"Top1 is whole ventral cochlear nucleus; query specifies posterior part, so broader parent.",broader_parent,high,0.9,top1 is the entire ventral cochlear nucleus; query is posterior part. Correct parent.,broader_parent,high,0.95,3/3,False,3-0,stable,"top1 is the whole ventral cochlear nucleus, broader than the posterior part | Top1 is whole ventral cochlear nucleus; query specifies posterior part, so broader parent. | top1 is the entire ventral cochlear nucleus; query is posterior part. Correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,"Dorsal cochlear nucleus, deep core",modifier_conflict,0.9,HOMBA:12438,dorsal cochlear nucleus,bm25+fuzzy,"Dorsal cochlear nucleus, deep core",dorsal cochlear nucleus,dorsal;core,0.5,dorsal part of pontine nucleus,0.582396,,683,3_unresolved_correct.csv,262,broader_parent,high,1.0,"top1 is the whole dorsal cochlear nucleus, broader than the deep core",broader_parent,high,0.95,"Top1 is whole dorsal cochlear nucleus; query specifies deep core, so broader parent.",broader_parent,high,0.9,top1 is entire dorsal cochlear nucleus; query is deep core part. Correct parent.,broader_parent,high,0.95,3/3,False,3-0,stable,"top1 is the whole dorsal cochlear nucleus, broader than the deep core | Top1 is whole dorsal cochlear nucleus; query specifies deep core, so broader parent. | top1 is entire dorsal cochlear nucleus; query is deep core part. Correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,"Globus pallidus external, lateral part",modifier_conflict,0.901216,HOMBA:10343,external division of globus pallidus,bm25+fuzzy,"Globus pallidus external, lateral part",globus pallidus externa,external;lateral,0.5,external medullary lamina of globus pallidus,0.65151,,684,3_unresolved_correct.csv,263,broader_parent,high,1.0,"top1 is the whole external division, broader than the lateral part",broader_parent,high,0.95,"Top1 is whole external globus pallidus; query specifies lateral part, so broader parent.",broader_parent,high,0.9,top1 is whole external globus pallidus; query is lateral part. Correct parent.,broader_parent,high,0.95,3/3,False,3-0,stable,"top1 is the whole external division, broader than the lateral part | Top1 is whole external globus pallidus; query specifies lateral part, so broader parent. | top1 is whole external globus pallidus; query is lateral part. Correct parent.",A_effectively_correct,modifier de-specified to correct parent
species,"Globus pallidus external, medial part",modifier_conflict,0.914167,HOMBA:10343,external division of globus pallidus,bm25+fuzzy,"Globus pallidus external, medial part",globus pallidus externa,external;medial,0.5,external medullary lamina of globus pallidus,0.664638,,685,3_unresolved_correct.csv,264,broader_parent,high,0.9,"Query specifies medial part of external globus pallidus; top1 is whole external division, so broader parent.",broader_parent,high,0.9,"Query specifies medial part of external globus pallidus; top1 covers entire external division, a valid parent.",partial_or_narrower,medium,0.7,"Query mentions both external and medial parts; top1 is only external division, missing medial part.",broader_parent,medium,0.8333,2/3,True,2-1,majority_vote,"Query specifies medial part of external globus pallidus; top1 is whole external division, so broader parent. | Query specifies medial part of external globus pallidus; top1 covers entire external division, a valid parent. | Query mentions both external and medial parts; top1 is only external division, missing medial part.",A_effectively_correct,modifier de-specified to correct parent
species,"Reticular (pre)thalamic nucleus, unspecified",modifier_conflict,0.9375,HOMBA:10464,reticular nucleus of thalamus,bm25+fuzzy,"Reticular  thalamic nucleus, unspecified",reticular thalamic nucleus,pre;reticular,0.5,ventral reticular nuclei of pons,0.516942,,686,3_unresolved_correct.csv,265,aligned,medium,0.8,Top1 is a synonym for reticular nucleus of thalamus; query uses (pre)thalamic variant but core structure matches.,aligned,medium,0.7,Top1 matches reticular nucleus of thalamus; query includes 'pre' and 'unspecified' but core structure is same.,aligned,high,0.9,Reticular thalamic nucleus is a direct synonym for reticular nucleus of thalamus; (pre) likely irrelevant.,aligned,medium,0.8,3/3,False,3-0,stable,Top1 is a synonym for reticular nucleus of thalamus; query uses (pre)thalamic variant but core structure matches. | Top1 matches reticular nucleus of thalamus; query includes 'pre' and 'unspecified' but core structure is same. | Reticular thalamic nucleus is a direct synonym for reticular nucleus of thalamus; (pre) likely irrelevant.,A_effectively_correct,modifier de-specified to correct parent
species,Lateral septal nucleus (rostral division),modifier_conflict,1.0,HOMBA:10352,lateral septal nuclear complex,bm25+exact+fuzzy,Lateral septal nucleus,Lateral septal nucleus,rostral;lateral,0.5,rostral extension of lateral septal nucleus (semilunar nucleus),0.891221,,687,3_unresolved_correct.csv,266,broader_parent,high,0.9,Query is rostral division of lateral septal nucleus; top1 is the broader lateral septal nuclear complex.,broader_parent,high,0.9,"Query specifies rostral division of lateral septal nucleus; top1 is lateral septal nuclear complex, a broader parent.",broader_parent,high,0.85,"Query is a specific rostral division; top1 is the whole lateral septal nuclear complex, the correct parent.",broader_parent,high,0.8833,3/3,False,3-0,stable,"Query is rostral division of lateral septal nucleus; top1 is the broader lateral septal nuclear complex. | Query specifies rostral division of lateral septal nucleus; top1 is lateral septal nuclear complex, a broader parent. | Query is a specific rostral division; top1 is the whole lateral septal nuclear complex, the correct parent.",A_effectively_correct,exact base match; subdivision not in HOMBA
species,Reticular (pre)thalamic nucleus,modifier_conflict,1.0,HOMBA:10464,reticular nucleus of thalamus,bm25+exact+fuzzy,Reticular  thalamic nucleus,Reticular  thalamic nucleus,pre;reticular,0.5,dorsal reticular nucleus,0.614593,,688,3_unresolved_correct.csv,267,aligned,medium,0.8,Top1 is a synonym for reticular nucleus of thalamus; query uses (pre)thalamic variant but core structure matches.,aligned,medium,0.8,Top1 matches reticular nucleus of thalamus; query adds '(pre)' but core structure aligned.,aligned,high,0.9,Reticular (pre)thalamic nucleus matches reticular nucleus of thalamus; the parenthetical does not change identity.,aligned,high,0.8333,3/3,False,3-0,stable,Top1 is a synonym for reticular nucleus of thalamus; query uses (pre)thalamic variant but core structure matches. | Top1 matches reticular nucleus of thalamus; query adds '(pre)' but core structure aligned. | Reticular (pre)thalamic nucleus matches reticular nucleus of thalamus; the parenthetical does not change identity.,A_effectively_correct,exact base match; subdivision not in HOMBA
species,Supra Geniculate,low_confidence,0.429875,HOMBA:AA30307,medial geniculate nuclear complex,bm25+hierarchy_parent,Supra Geniculate,medial geniculate nuclear complex,,1.0,lateral geniculate nuclear complex,0.428574,,689,3_unresolved_correct.csv,268,wrong,high,0.95,"Suprageniculate is a distinct nucleus; top1 is medial geniculate nuclear complex, different structure.",wrong,medium,0.6,"Query 'Supra Geniculate' likely refers to suprageniculate nucleus; top1 is medial geniculate nuclear complex, an anatomically different structure.",wrong,medium,0.6,"Supra Geniculate likely refers to suprageniculate nucleus, not medial geniculate complex. Anatomically different structure.",wrong,medium,0.7167,3/3,False,3-0,stable,"Suprageniculate is a distinct nucleus; top1 is medial geniculate nuclear complex, different structure. | Query 'Supra Geniculate' likely refers to suprageniculate nucleus; top1 is medial geniculate nuclear complex, an anatomically different structure. | Supra Geniculate likely refers to suprageniculate nucleus, not medial geniculate complex. Anatomically different structure.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Ventral Lateral X Thalamus,low_confidence,0.443893,HOMBA:10420,ventral lateral nucleus of thalamus,bm25,Ventral Lateral X Thalamus,ventral lateral nucleus of thalamus,ventral;lateral,1.0,lateral subdivision of LaV,0.382489,,690,3_unresolved_correct.csv,269,aligned,high,0.95,top1_name 'ventral lateral nucleus of thalamus' is a direct synonym/standardization of query 'Ventral Lateral X Thalamus' (likely 'X' is a typo/stand-in for nucleus).,aligned,high,0.95,"top1 is the standard name for the structure implied by 'Ventral Lateral X Thalamus', assuming 'X' indicates nucleus.",aligned,high,0.95,Query likely intended ventral lateral nucleus of thalamus; 'X' may be a placeholder for 'nucleus'. Top1 directly matches.,aligned,high,0.95,3/3,False,3-0,stable,"top1_name 'ventral lateral nucleus of thalamus' is a direct synonym/standardization of query 'Ventral Lateral X Thalamus' (likely 'X' is a typo/stand-in for nucleus). | top1 is the standard name for the structure implied by 'Ventral Lateral X Thalamus', assuming 'X' indicates nucleus. | Query likely intended ventral lateral nucleus of thalamus; 'X' may be a placeholder for 'nucleus'. Top1 directly matches.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Fields of Forel,low_confidence,0.446861,HOMBA:10462,nucleus of the field of Forel,bm25+fuzzy,Fields of Forel,nuclei of the field of forel,,1.0,,,,691,3_unresolved_correct.csv,270,partial_or_narrower,medium,0.75,"Query 'Fields of Forel' refers to a broader region including multiple fields; top1 'nucleus of the field of Forel' is a specific nucleus within that region, not the entire fields.",partial_or_narrower,medium,0.7,"Fields of Forel are white matter zones; top1 is a specific nucleus within that region, narrower in scope.",partial_or_narrower,high,0.95,"Query refers to the entire Fields of Forel region; top1 is a specific nucleus within it, therefore narrower.",partial_or_narrower,medium,0.8,3/3,False,3-0,stable,"Query 'Fields of Forel' refers to a broader region including multiple fields; top1 'nucleus of the field of Forel' is a specific nucleus within that region, not the entire fields. | Fields of Forel are white matter zones; top1 is a specific nucleus within that region, narrower in scope. | Query refers to the entire Fields of Forel region; top1 is a specific nucleus within it, therefore narrower.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Subcallosal cortex,low_confidence,0.494196,HOMBA:10281,subgenual (subcallosal) cingulate cortex (area 25),bm25+fuzzy,Subcallosal cortex,subcallosal,,1.0,cingulate cortex,0.493809,,692,3_unresolved_correct.csv,271,aligned,high,0.95,Subcallosal cortex is synonymous with subgenual (subcallosal) cingulate cortex; top1 includes the query term in parentheses.,partial_or_narrower,medium,0.7,"Subcallosal cortex is a broad region; top1 specifies subgenual cingulate area 25, a narrower subdivision.",aligned,high,0.95,"Subcallosal cortex is a standard synonym for subcallosal cingulate cortex (area 25), directly aligned.",aligned,medium,0.8667,2/3,True,2-1,majority_vote,"Subcallosal cortex is synonymous with subgenual (subcallosal) cingulate cortex; top1 includes the query term in parentheses. | Subcallosal cortex is a broad region; top1 specifies subgenual cingulate area 25, a narrower subdivision. | Subcallosal cortex is a standard synonym for subcallosal cingulate cortex (area 25), directly aligned.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Ventrolateral Tegmentum,low_confidence,0.508195,HOMBA:12416,pontine tegmentum,bm25+fuzzy+hierarchy_parent,Ventrolateral Tegmentum,pontine tegmentum,,1.0,paracollicular tegmentum,0.506735,,693,3_unresolved_correct.csv,272,wrong,medium,0.7,Query 'Ventrolateral Tegmentum' likely refers to ventral tegmental area (midbrain); top1 'pontine tegmentum' is a different anatomical region (pons). Not a correct parent or synonym.,ambiguous,low,0.5,Ventrolateral tegmentum is ambiguous; may refer to VTA or part of pontine tegmentum; top1 is broader but not clearly matching.,broader_parent,medium,0.75,"Pontine tegmentum is the parent region; query specifies a ventrolateral subdivision, so top1 is broader.",no_consensus,low,0.65,1/3,True,1-1-1,split_vote+low_certainty,"Query 'Ventrolateral Tegmentum' likely refers to ventral tegmental area (midbrain); top1 'pontine tegmentum' is a different anatomical region (pons). Not a correct parent or synonym. | Ventrolateral tegmentum is ambiguous; may refer to VTA or part of pontine tegmentum; top1 is broader but not clearly matching. | Pontine tegmentum is the parent region; query specifies a ventrolateral subdivision, so top1 is broader.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Centromedian and parafascicular thalamic complex,low_confidence,0.512572,HOMBA:10450,parafascicular nucleus of thalamus,bm25+fuzzy+hierarchy_parent,Centromedian and parafascicular thalamic complex,parafascicular thalamic nucleus,,1.0,centromedian nucleus of thalamus,0.498646,,694,3_unresolved_correct.csv,273,partial_or_narrower,high,0.95,"Query specifies 'Centromedian and parafascicular thalamic complex' (two components); top1 only covers 'parafascicular nucleus', missing centromedian component.",partial_or_narrower,high,0.9,"Query names centromedian and parafascicular complex; top1 covers only the parafascicular nucleus, missing half.",partial_or_narrower,high,0.95,"Query includes both centromedian and parafascicular thalamic nuclei; top1 covers only parafascicular, partial match.",partial_or_narrower,high,0.9333,3/3,False,3-0,stable,"Query specifies 'Centromedian and parafascicular thalamic complex' (two components); top1 only covers 'parafascicular nucleus', missing centromedian component. | Query names centromedian and parafascicular complex; top1 covers only the parafascicular nucleus, missing half. | Query includes both centromedian and parafascicular thalamic nuclei; top1 covers only parafascicular, partial match.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Visceral Motor Nuclei,low_confidence,0.514851,HOMBA:12196,efferent nuclei of the cranial nerves in midbrain,hierarchy_parent,Visceral Motor Nuclei,efferent nuclei of the cranial nerves in midbrain,,1.0,facial nucleus,0.508517,,695,3_unresolved_correct.csv,274,partial_or_narrower,medium,0.65,"Top1 covers only midbrain efferent nuclei, not all visceral motor nuclei; partial match.",partial_or_narrower,medium,0.7,"Visceral Motor Nuclei include all cranial nerve visceral motor nuclei, but top1 is limited to those in the midbrain.",partial_or_narrower,high,0.9,"Query is general visceral motor nuclei; top1 specifies only the midbrain subset, making it narrower.",partial_or_narrower,medium,0.75,3/3,False,3-0,stable,"Top1 covers only midbrain efferent nuclei, not all visceral motor nuclei; partial match. | Visceral Motor Nuclei include all cranial nerve visceral motor nuclei, but top1 is limited to those in the midbrain. | Query is general visceral motor nuclei; top1 specifies only the midbrain subset, making it narrower.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Ventrolateral orbital area,low_confidence,0.521543,HOMBA:AA30533,orbital gyri,bm25+hierarchy_parent,Ventrolateral orbital area,orbital gyri,,1.0,ventrolateral division of AV,0.503628,,696,3_unresolved_correct.csv,275,broader_parent,high,0.95,Top1 'orbital gyri' is the parent region containing ventrolateral orbital area.,broader_parent,high,0.9,"Orbital gyri is the broader region containing the ventrolateral orbital area, which is a specific subregion.",broader_parent,high,0.95,"Ventrolateral orbital area is a specific subregion of the orbital gyri, so top1 is a broader parent.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Top1 'orbital gyri' is the parent region containing ventrolateral orbital area. | Orbital gyri is the broader region containing the ventrolateral orbital area, which is a specific subregion. | Ventrolateral orbital area is a specific subregion of the orbital gyri, so top1 is a broader parent.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Dorsolateral orbital area,low_confidence,0.529075,HOMBA:AA30533,orbital gyri,bm25+hierarchy_parent,Dorsolateral orbital area,orbital gyri,,1.0,"dorsal fourth visual area (dorsolateral visual cortex, DL)",0.51508,,697,3_unresolved_correct.csv,276,broader_parent,high,0.95,Top1 'orbital gyri' is the parent region containing dorsolateral orbital area.,broader_parent,high,0.9,"Orbital gyri is the broader region containing the dorsolateral orbital area, which is a specific subregion.",broader_parent,high,0.95,"Dorsolateral orbital area is a subregion of the orbital gyri, making top1 anatomically broader.",broader_parent,high,0.9333,3/3,False,3-0,stable,"Top1 'orbital gyri' is the parent region containing dorsolateral orbital area. | Orbital gyri is the broader region containing the dorsolateral orbital area, which is a specific subregion. | Dorsolateral orbital area is a subregion of the orbital gyri, making top1 anatomically broader.",A_effectively_correct,correct entry/parent at rank 1 (low score)
species,Trapezoid Bundle Region,low_confidence,0.537171,HOMBA:12796,trapezoid body,bm25+fuzzy,Trapezoid Bundle Region,trapezoid body,,1.0,nucleus of trapezoid body,0.39883,,698,3_unresolved_correct.csv,277,aligned,high,0.95,Trapezoid body is synonymous with trapezoid bundle; top1 directly matches the query.,aligned,high,0.95,Trapezoid body is a conventional synonym for the trapezoid bundle region; they refer to the same structure.,aligned,medium,0.7,"Trapezoid bundle and trapezoid body are likely synonyms; 'region' may be a loose spatial term, but the core structure aligns.",aligned,high,0.8667,3/3,False,3-0,stable,"Trapezoid body is synonymous with trapezoid bundle; top1 directly matches the query. | Trapezoid body is a conventional synonym for the trapezoid bundle region; they refer to the same structure. | Trapezoid bundle and trapezoid body are likely synonyms; 'region' may be a loose spatial term, but the core structure aligns.",A_effectively_correct,correct entry/parent at rank 1 (low score)
