dataset,query,review_flag,score,top_homba_id,top_name,methods,matched_query,matched_alias,modifier_terms,modifier_match_score,rank2_name,rank2_score,llm_check
species,Medial Geniculate,high_confidence,0.976667,HOMBA:10434,medial geniculate nucleus,bm25+fuzzy,Medial Geniculate,medial geniculate nucleus,medial,1.0,dorsal (rostral) division of medial geniculate nucleus,0.84379,correct
species,"Inferior colliculus, external cortex",high_confidence,0.965739,HOMBA:12308,external shell (cortex) of inferior colliculus,bm25+fuzzy,"Inferior colliculus, external cortex",external cortex of inferior colliculus,external,1.0,external capsule,0.339071,correct
species,Medial lemniscus decussation,high_confidence,0.965498,HOMBA:12732,decussation of medial lemniscus,bm25+fuzzy,Medial lemniscus decussation,decussation of medial lemniscus,medial;decussation,1.0,medial lemniscus,0.41295,correct
species,"Lateral lemniscus, dorsal nucleus",high_confidence,0.963718,HOMBA:12455,dorsal nucleus of lateral lemniscus,bm25+fuzzy,lateral lemniscus dorsal nuclei,dorsal nuclei of lateral lemniscus,lateral;dorsal,1.0,nuclei of lateral lemniscus,0.784314,correct
species,"Lateral lemniscus, intermediate nucleus",high_confidence,0.963418,HOMBA:12456,intermediate nucleus of lateral lemniscus,bm25+fuzzy,"Lateral lemniscus, intermediate nucleus",intermediate nucleus of lateral lemniscus,lateral,1.0,nuclei of lateral lemniscus,0.490664,correct
species,"Lateral lemniscus, ventral nucleus",high_confidence,0.959619,HOMBA:12457,ventral nucleus of lateral lemniscus,bm25+fuzzy,lateral lemniscus ventral nuclei,ventral nuclei of lateral lemniscus,lateral;ventral,1.0,lateral subdivision of LaV,0.47003,correct
species,Brachium Superior Colliculus,high_confidence,0.954229,HOMBA:12328,brachium of superior colliculus,bm25+fuzzy,Brachium Superior Colliculus,brachium of superior colliculus,,1.0,superior colliculus,0.752528,correct
species,Amygdalostriatal Transition,high_confidence,0.951216,HOMBA:10381,amygdalostriatal transition area,bm25+fuzzy,Amygdalostriatal Transition,amygdalostriatal transition area,,1.0,amygdaloid transition areas,0.353645,correct
species,Commissure of the superior colliculus,high_confidence,0.950756,HOMBA:AA30487,commissure of superior colliculus,bm25+fuzzy,Commissure of the superior colliculus,commissure of superior colliculus,,1.0,commissure of inferior colliculus,0.602064,correct
species,Nucleus of the trapezoid body,high_confidence,0.950614,HOMBA:12458,nucleus of trapezoid body,bm25+fuzzy+hierarchy_parent,Nucleus of the trapezoid body,nucleus of trapezoid body,,1.0,trapezoid body,0.741462,correct
species,Brachium of the superior colliculus,high_confidence,0.948553,HOMBA:12328,brachium of superior colliculus,bm25+fuzzy,Brachium of the superior colliculus,brachium of superior colliculus,,1.0,superior colliculus,0.753545,correct
species,Dorsal raphe,high_confidence,0.947851,HOMBA:12223,dorsal raphe nucleus,bm25+fuzzy,Dorsal raphe,dorsal raphe nuclei,dorsal,1.0,cap of dorsal raphe nucleus,0.778654,correct
species,Bed nucleus of the stria terminalis,high_confidence,0.947234,HOMBA:10384,bed nucleus of stria terminalis,bm25+fuzzy,Bed nucleus of the stria terminalis,bed nucleus of stria terminalis,,1.0,stria terminalis,0.338265,correct
species,Accumbens nucleus,high_confidence,0.94,HOMBA:10339,nucleus accumbens,bm25+fuzzy+hierarchy_parent,nucleus accumbens nucleus,nucleus accumbens,,1.0,core of nucleus accumbens,0.613926,correct
species,Periaqueductal gray,high_confidence,0.94,HOMBA:AA30359,periaqueductal gray region,bm25+fuzzy,Periaqueductal gray,periaqueductal gray region,,1.0,periaqueductal gray substance,0.845546,correct
species,Fimbria of the hippocampus,high_confidence,0.928336,HOMBA:10575,fimbria,bm25+fuzzy,Fimbria of the hippocampus,fimbria of hippocampus,,1.0,hippocampal proper (Cornu Ammonis),0.381246,correct
species,Lateral Posterior Thalamus,high_confidence,0.904161,HOMBA:10408,lateral posterior nucleus of thalamus,bm25+fuzzy,Lateral Posterior Thalamus,lateral posterior nuclei of thalamus,lateral;posterior,1.0,posterior nucleus of thalamus,0.672721,correct
species,Ventral Anterior Thalamus,high_confidence,0.90125,HOMBA:10417,ventral anterior nucleus of thalamus,bm25+fuzzy,Ventral Anterior Thalamus,ventral anterior nuclei of thalamus,ventral,1.0,anterior nuclear complex of thalamus,0.463345,correct
